ID_Posting,ID_Posting_Parent,ID_GodotObject,ID_CommunityIdentity,id_posting_status,Headline,Comment,createdAt,VoteNegative,VotePositive
1051800287,-1,2000116189812,184470,1.0,Nicht sinnvoll,"Forschungen, Studien, Statistiken unddieganze damit verbundene Lügerei in allen Ehren - daran, dass nach Ostern die Betriebe und Geschäftewieder aufsperrren, führt kein Weg vorbei! Eswird zwar zu einer überbordeneden Welle an Infitizierten kommen, doch bei weiterem wirtschaftlichen Stillstand drohen echte Versorgungsengpässe, und in Kürze der Bürgerkrieg. Wenn man gesehen hat, wie allein von Fake News die Leut; plötzlich wie die Trotteln Nudeln & Häuslpapier gehamstert haben, dann kann man sich ca. ansatzweise ausmalen, was los ist, wenn's echt nichts mehr zum Futtern gibt. Wennst ihm sein Papperl wegnimmst, dann wird sogar der gelernte Österreicher zum Berserker! Dann lieber komplette Durchseuchung mit anschliessender Herdenimmunität...",2020-03-26 16:09:27.953,True,False
1051807280,1051805988,2000116189812,580512,1.0,,"Zumindest das Abflachen ist eine sehr gute Idee und reduziert ganz gewalltig die Todesfälle. Wenn man die Kurve nicht abflacht und es zu einer sehr hohen Infektionsrate kommt, dann sterben viele mit und ohne Covid-19 da man im Spital keine Kapazitäten mehr hätte zu helfen. Natürlich kann man nicht aller retten aber man hat mit solchen Maßnahmen in der Vergangenheit schon gesehen, dass man die Todeszahlen um einen Bruchteil eindämmen kann. Wenn man schnell genug damit anfängt. Und das haben wir auf Bundesebene getan.",2020-03-26 18:22:21.193,False,True
1051994953,-1,2000116305030,551954,1.0,,Guten Morgen allerseits.,2020-03-30 06:09:17.083,False,True
1051995032,1051995006,2000116305030,606080,1.0,,Die Wahrscheinlichkeit sich zu infizieren nimmt halt mir Abstand dramatisch ab....,2020-03-30 06:22:20.603,False,True
1051995057,-1,2000116305030,701007,1.0,Wer den April überlebt,kann den Kampf dann mit dem Mai aufnehmen.,2020-03-30 06:25:47.170,True,False
1051995172,1051995146,2000116305030,551403,1.0,,Du musst dir die Kommentare durchlesen um zu verstehen wie deppert viele Leute sind.,2020-03-30 06:42:35.210,False,True
1051995270,1051995150,2000116305030,728359,1.0,Du meinst:,teaching by doing?,2020-03-30 06:51:41.937,False,True
1051995629,1051995308,2000116305030,83271,1.0,,Genau! Warum sollte ein Diktator lügen?,2020-03-30 07:14:39.053,True,False
1051995690,-1,2000116305030,586529,1.0,,"Recht hat er, wenns ums ueberleben geht. Die Angst ist berechtigt dass es irgendwie bleibt und Daten nicht geloescht werden.",2020-03-30 07:17:35.470,True,False
1051995901,1051995868,2000116305030,117313,1.0,,Er fehlt nicht. Er wird von den Nationalisten torpediert...,2020-03-30 07:28:30.687,True,False
1051995931,1051995872,2000116305030,567555,1.0,,im live ticker gehts leider nicht :-/,2020-03-30 07:30:19.267,True,False
1051996287,-1,2000116305030,513450,1.0,Dann werden die unbelehrbaren eben ihr Handy zuhause lassen.,Und der einzige Sinn ist tatsächlich die Einführung eines Überwachungsstaates.,2020-03-30 07:45:34.570,True,False
1051996517,1051996387,2000116305030,83271,1.0,,"Für mich hört sich der Beitrag nicht sehr schlimm an. Kann es ein, dass Sie einfach nur von den absoluten Zahlen beeinflusst werden?",2020-03-30 07:53:40.090,False,True
1051996631,-1,2000116305030,681430,1.0,Eine Bank mit 3.3Mrd. Dollar Gewinn,Mehr brauchst nicht sagen,2020-03-30 07:56:31.630,False,True
1051996762,-1,2000116305030,699271,1.0,Solange sie keine Hilfe brauchen,"Aktionäre sind auch Pensionsfonds, kapitalgedeckte Renten, ...",2020-03-30 08:00:25.807,False,True
1051996981,-1,2000116305030,651510,1.0,,Wieso ist man überhaupt mit einem gewalttätigen Partner zusammen?,2020-03-30 08:07:17.283,True,False
1051997492,1051997157,2000116305030,2820,1.0,,"Naja, laut Krone kommt sie heute, Sie können sich ja dann mit den ""Experten"" weiter darüber aufregen...",2020-03-30 08:21:06.657,False,True
1051997658,1051996055,2000116305030,176518,1.0,,"Können oder wollen. Ich kenn auch Leut die jammern weil das Kind jetzt einen Computer braucht, selber aber immer mit dem neuesten Modell vom X3 unterwegs sind.",2020-03-30 08:24:54.440,False,True
1051997773,-1,2000116305030,162659,1.0,,Oh wie schön ist Panama!,2020-03-30 08:27:14.707,False,True
1051997957,1051997928,2000116305030,46048,1.0,,"Was du möchtest, ist dem Gesetzgeber zum Glück sch...egal.",2020-03-30 08:30:59.987,False,True
1051998158,-1,2000116305030,536001,1.0,,eine rot-weiß-rote Airline? aber nur auf dem leitwerk,2020-03-30 08:34:33.380,True,False
1051998379,-1,2000116305030,637895,1.0,Was kocht ihr heute?,Bei mir gibt´s gekochtes Rindfleisch mit gerösteten Kartoffeln und Semmelkren.,2020-03-30 08:38:36.087,False,True
1051998387,1051998335,2000116305030,522281,1.0,,Es steht eh im Artikel dass FFP Masken auch selbst schützen. (ist in der Einleitung des Artikels noch etwas verwirrend),2020-03-30 08:38:48.590,False,True
1051998467,1051998383,2000116305030,686631,1.0,,"Und ich frage mich, wo Sie Ihre Importwaren aus China her nehmen? Kommen die alle per Schiff? Auch nicht umweltfreundlicher...",2020-03-30 08:40:04.247,False,True
1051998765,1051998598,2000116305030,18537,1.0,,"Ich habe keine Ahnung, was Sie sagen wollen. Ich sage Ihnen jedoch, dass Blockwarte nicht gefragt sind.",2020-03-30 08:46:04.753,False,True
1051998845,1051998464,2000116305030,731452,1.0,,Meine Vermutung: denen sind die Reagenzien ausgegangen,2020-03-30 08:47:29.573,False,True
1051999160,1051999113,2000116305030,21273,1.0,,Was positives am negativen: Die Social Medias werden plötzlich proaktiv.,2020-03-30 08:53:03.853,False,True
1051999468,-1,2000116305030,729448,1.0,,Wieso informierte sie ihren Mann? Darf sie das nicht selber melden? Dem sollte man ebenfalls nachgehen.,2020-03-30 08:59:10.793,True,False
1051999486,1051999429,2000116305030,654954,1.0,,"wände ok, aber decke?",2020-03-30 08:59:23.923,False,True
1051999784,1051999694,2000116305030,244446,1.0,,Und dann kommts ein paar Tage später tatsächlich (mit anderem Namen).,2020-03-30 09:04:55.887,False,True
1051999828,1051999250,2000116305030,502038,1.0,vollkommen richtig. kerosinsteuer j e t z t!,,2020-03-30 09:05:51.007,False,True
1052000118,1052000019,2000116305030,683056,1.0,,"könnt´seind,  daß man damit wenigsieht?",2020-03-30 09:11:34.310,False,True
1052000363,1052000197,2000116305030,204231,1.0,,"Nein muss die Welt nicht! Statistikfetischisten können sich die ""richtige"" Zählweise dann zusammenaddieren.",2020-03-30 09:15:31.057,True,False
1052000610,-1,2000116305030,508188,1.0,,"Also wenn man sich das Lohnniveau dort ansieht, wird das eine ziemliche Katastrophe werden. Die Jungen wirds dann nicht mehr lange dort halten.",2020-03-30 09:19:45.810,False,True
1052000750,-1,2000116305030,633019,1.0,,HOW MUCH IS THE FISH?,2020-03-30 09:21:56.317,False,True
1052000996,1052000971,2000116305030,566803,1.0,,Beethoven auch nicht.,2020-03-30 09:26:42.043,False,True
1052001129,1052001001,2000116305030,589521,1.0,,"Es gibt halt keine Masken - solange muss man halt erzählen, es bringe eh nix...",2020-03-30 09:29:05.997,False,True
1052001250,1052001109,2000116305030,232439,1.0,,"Und mit der Hilfe von Goldman Sachs, die daran noch die nächsten 100 Jahre verdienen",2020-03-30 09:31:31.503,True,False
1052001330,1051998132,2000116305030,189623,1.0,,bandanas hat jeder sportler daheim.,2020-03-30 09:33:06.063,False,True
1052001339,1051999517,2000116305030,680406,1.0,Klingt leider plausibel,,2020-03-30 09:33:15.547,False,True
1052001559,1051999811,2000116305030,679556,1.0,,Kommt wahrscheinlich erst wenn es genug Masken gibt....,2020-03-30 09:36:28.010,False,True
1052001568,-1,2000116305030,608361,1.0,,Unser Wien is net deppat.,2020-03-30 09:36:41.047,False,True
1052001585,-1,2000116305030,564382,1.0,Die Einführung des Überwachungsstaates mithilfe des Terrorismus ist gescheitert.,Jetzt muss es Corina richten.,2020-03-30 09:36:57.273,False,True
1052001708,1052000922,2000116305030,189623,1.0,,offenbar. arbeiten ja schon länge dran.,2020-03-30 09:39:23.340,False,True
1052001716,1052000980,2000116305030,605108,1.0,,"Kommt drauf an, wieviel getestet wurde. Und am Wochenende wird in den Labors vermutlich auch weniger ausgewertet, also sind die Zahen am Monat wsl niedriger...",2020-03-30 09:39:32.923,True,False
1052001937,-1,2000116305030,155299,1.0,,rayonen?,2020-03-30 09:43:08.523,False,True
1052001954,1052000486,2000116305030,165633,1.0,,"Wenn sie die Malleklientel nicht wegschicken, saufen die hier, und das wollen wir alle nicht.",2020-03-30 09:43:24.823,False,True
1052001962,1052001662,2000116305030,700875,1.0,,Dachte ich mir auch sofort... Langeweile im Homeoffice oder aufarbeiten von Altlasten?,2020-03-30 09:43:33.557,True,False
1052002200,-1,2000116305030,651485,1.0,,Ich nehm diese „gute Nachricht“ zur Kenntnis.,2020-03-30 09:47:37.387,False,True
1052002297,1052002260,2000116305030,26392,1.0,,"würd ich so nicht sagen, die Anzahl der schweren Fälle steigt leider",2020-03-30 09:49:02.807,False,True
1052002585,1052002492,2000116305030,604103,1.0,,DAnke Tirol?,2020-03-30 09:52:51.897,True,False
1052002586,1052002387,2000116305030,651412,1.0,,Bettzeug ist besser. Kochfeste Baumwolle.,2020-03-30 09:52:52.867,False,True
1052002603,1052002491,2000116305030,546144,1.0,,Ging in Italien auch. Weiß nicht wieso es man in Österreich nicht schafft sich einmal zusammen zu reißen und nicht die ganze Zeit rumzusudern.,2020-03-30 09:52:59.840,True,False
1052002692,1052002608,2000116305030,216207,1.0,,"Heute kommen sicherlich noch 30 andere ""Experten"" die was anderes behaupten.. dann machen wir am Ende des Tages einen Querschnitt, dann sind wir vielleicht in der Nähe der Wahrheit...",2020-03-30 09:54:05.777,False,True
1052002730,1052002668,2000116305030,552174,1.0,,Hat noch nichtmal richtig angefangen,2020-03-30 09:54:31.110,True,False
1052002798,1052002474,2000116305030,651412,1.0,,Näh Dir eine. Abends 3 Minuten in den Kochtopf und wieder trocknen lassen.,2020-03-30 09:55:17.727,False,True
1052002824,1052002767,2000116305030,83271,1.0,,Nachdem Husten ein Symptom ist müsste man geschätzt 2 Millionen Österreicher testen.,2020-03-30 09:55:41.623,False,True
1052002912,1052002841,2000116305030,511203,1.0,,die hätte grad a wahnsinnig große Feldstudie hinsichtlich ihrer Theorie mit 150 €,2020-03-30 09:57:05.650,False,True
1052003210,1051999245,2000116305030,526574,1.0,,werden offensichtlich vor dem Supermarkt verkauft,2020-03-30 10:01:18.050,False,True
1052003535,-1,2000116305030,730655,1.0,,"Definitiv werden die heute keinen kompletten Shut - Down verkünden. Niemand wäre so dumm, so etwas um 11 Uhr Vormittag zu sagen.",2020-03-30 10:05:45.943,True,False
1052003614,1052003446,2000116305030,686185,1.0,,Er kann es ja nicht mehr kriegen somit auch nicht mehr verteilen,2020-03-30 10:06:43.260,True,False
1052003887,1052003672,2000116305030,511791,1.0,,"Frau in der Mitte vom Gehsteig mit Nordwoking stecken schimpft das wir ausweichen sollen, ich mit Kinderwagen schon recht an der Hausmauer.......",2020-03-30 10:10:17.550,False,True
1052003931,-1,2000116305030,673731,1.0,,"Wir müssen so bald wie möglich flächendeckende Tests durchführen um zumindest in Ansätzen festzustellen, wie groß die Dunkelziffer wirklich ist. Danach sollte man entscheiden, wie mit den Maßnahmen weitergemacht wird.",2020-03-30 10:10:52.810,False,True
1052004185,-1,2000116305030,684626,1.0,,das mit der handyortung ist iwie auch recht leicht auszuhebeln. handy zu Hause lassen und fertig.,2020-03-30 10:14:06.840,False,True
1052004422,-1,2000116305030,727602,1.0,,"Als ich gestern ähnliches geschrieben habe (nähern uns italienischen Verhältnissen) wurde ich niedergestrichelt. Es ist aber ein Fakt. Die Zahl der Intensivpatienten steigt rasch an, ebenso sinkt die Zahl der verfügbaren Beatmungsgeräte. Darauf müssen wir uns vorbereiten, zusätzlich ist eine weitere Verschärfung der Maßnahmen notwedig.",2020-03-30 10:16:52.407,True,False
1052004528,1052004405,2000116305030,189623,1.0,,strompreis geht auch runter ;),2020-03-30 10:18:06.540,False,True
1052004563,1052004492,2000116305030,142340,1.0,,Unglaublich...,2020-03-30 10:18:33.650,False,True
1052004782,1052004548,2000116305030,189623,1.0,,ein RAM ist immer sinnlos. und schiach.,2020-03-30 10:20:48.943,True,False
1052004808,-1,2000116305030,144385,1.0,"Ist der Replikationsfaktor kleiner als eins, klingt die Epidemie rasch ab, ist er größer als eins, verbreitet sich die Krankheit unweigerlich mit exponentieller Geschwindigkeit.","Soweit zur Pflichtschulmathematik. Wenn die Verdoppelungszeit im Bereich der durchschnittlichen Dauer der medizinischen Behandlung liegt, dann kollabiert das Gesundheitssystem auch dann nicht, wenn die kumulativen Fallzahlen exponentiell ansteigen. Das scheint die ""Expertenrunde"" nicht gecheckt zu haben.",2020-03-30 10:21:03.323,True,False
1052004826,1052003967,2000116305030,546496,1.0,,?,2020-03-30 10:21:07.870,False,True
1052005019,1052004965,2000116305030,605108,1.0,,Würde Doppelplus geben...,2020-03-30 10:23:10.530,False,True
1052005067,1052005024,2000116305030,94989,1.0,,ja mir würde wichtige maßnahmen einfallen... alle 65 einsperren...,2020-03-30 10:23:42.970,True,False
1052005099,1052003388,2000116305030,50980,1.0,,Ohne „die“ gehts auch ;),2020-03-30 10:24:02.147,False,True
1052005713,-1,2000116305030,524050,1.0,,"Wetten de sind wieder so gut abgestimmt, dass jetzt gesagt wird, dass das Donauinselfest sicher stattfindet nur damit Kurz es nachher absagen kann :D",2020-03-30 10:30:37.490,False,True
1052005784,1052005631,2000116305030,107338,1.0,"Doch, schon",Die infektion bleibt im eigenen bezirk. Daher kann die wirtschaft in wenig betroffenen bezirken früher angefahren werden.,2020-03-30 10:31:26.483,False,True
1052005818,1052005737,2000116305030,734091,1.0,,Darum geht es nicht. Es geht um Überwachung.,2020-03-30 10:31:52.080,True,False
1052006042,1052005676,2000116305030,577227,1.0,,einsperren alle und überwachen,2020-03-30 10:34:33.527,True,False
1052006285,-1,2000116305030,552282,1.0,,Wenn doch endlich das Bargeld abgeschafft wäre .... so unnötig ...,2020-03-30 10:37:09.363,False,True
1052006390,1052004495,2000116305030,555968,1.0,,"Ich erinnere mich, dass der Gesundheitsminister am Beginn der Krise verlautbarte:  es ist nicht das Ziel, die Ausbreitung der Seuche abzuwürgen, sondern die relative Zuwachsrate so weit zu drücken, dass wir von Verdopplungszeiten von etwa 2-3 Tagen herunterkommen auf 5 Tage oder noch besser 7 Tage. 7 Tage würden einer täglichen Zuwachsrate von 10% entsprechen. Diese Ausbreitung würde verhindern, dass zu viele gleichzeitig krank sind und unser System überlasten. Vielleicht sind es auch andere Faktoren die niedrigere Raten verlangen: Der mögliche Ausfall von Personal, Materialnachschub etc. Oder ist es die Erfahrung in anderen Ländern, dass das System ser fragil ist und bei kleinen Fehlern schnell ausschlägt. Deswegen: zu Hause bleiben!",2020-03-30 10:38:23.043,False,True
1052006460,1052006246,2000116305030,75691,1.0,,"Dass auch junge Leute daran sterben, ist ja nix Neues, 100% sicher ist keiner, und bei einer sehr hohen Zahl an Infizierten können auch einige Unter-30-jährige oder Jugendliche sterben.",2020-03-30 10:39:08.183,False,True
1052006574,-1,2000116305030,585833,1.0,,Warum pfuscht das Inneministerium dem Gesundheitsministerium rein? Profilierungssucht?,2020-03-30 10:40:21.200,False,True
1052006627,-1,2000116305030,701455,1.0,,Im September wird es keine Großveranstaltungen geben.,2020-03-30 10:41:11.510,False,True
1052007039,-1,2000116305030,701007,1.0,Donauinselfest nicht abgesagt?,das wird ein tolles Coronainselfest.,2020-03-30 10:45:05.647,True,False
1052007154,-1,2000116305030,566404,1.0,Donauinselfest mit 500 ausgewählten Zuschauern vor er Bühne,"einzeln in sogenannten ""VIP-Boxen"", damit der Abstand gewahrt bleibt",2020-03-30 10:46:16.770,False,True
1052007514,-1,2000116305030,499613,1.0,,Glaube nicht dass Mitte September schon wieder Normalität eingekehrt ist.,2020-03-30 10:50:05.453,True,False
1052008445,1052008393,2000116305030,731934,1.0,,"nein, komplett sinnbefreite schimpferei hat absolut nix mit kritik zu tun",2020-03-30 11:00:34.970,False,True
1052008577,-1,2000116305030,503692,1.0,,Nachdem die Maßnahmen bisher nicht so ganz gegriffen haben kriegt jetzt ein jeder von ihnen eine Analsonde verpasst!,2020-03-30 11:01:45.137,False,True
1052008613,-1,2000116305030,177041,1.0,,Kurz nimmt heuer nicht an den Feierlichkeiten des 1. Mai teil!!!,2020-03-30 11:02:03.193,False,True
1052008630,1052008587,2000116305030,694852,1.0,,eigentlich is das ja Cyan,2020-03-30 11:02:12.320,False,True
1052008876,-1,2000116305030,120451,1.0,,Kurz besteht offenbar auf die akademische Viertelstunde...,2020-03-30 11:04:34.017,False,True
1052008955,-1,2000116305030,550528,1.0,,"Werd Politiker, hams gsagt. Des macht Spaß, hams gsagt.",2020-03-30 11:05:18.577,False,True
1052009166,-1,2000116305030,48950,1.0,,"Dieses dramaturgische Hinauszögern des Beginns ist m.E. Schei$e. Mittlerweile merkt jeder Trottel, dass das nur Teil der Show ist",2020-03-30 11:07:15.303,False,True
1052009456,-1,2000116305030,518034,1.0,,"tuats weiter, es gibt schliesslich auch leute, die nicht ewig zeit haben sondern arbeiten müssen :(",2020-03-30 11:09:40.700,False,True
1052009868,-1,2000116305030,120014,1.0,wochenende,,2020-03-30 11:13:07.387,True,False
1052010062,1052009984,2000116305030,221992,1.0,,"fantastisch! well done, weiter so!",2020-03-30 11:14:40.350,False,True
1052010131,-1,2000116305030,179502,1.0,eine Demonstration,für das Wort: Herumschwurbeln,2020-03-30 11:15:16.137,True,False
1052010246,-1,2000116305030,728458,1.0,Datenhandel,gehört prinzipell Verboten. Die User sind bei der Vielfalt der Angebote überfordert. Es ist die Pflicht des Staates die Schutzbedürftigkeit seiner Bevölkerung zu gewährleisten.,2020-03-30 11:16:16.293,False,True
1052010403,-1,2000116305030,729433,1.0,,Vermummungsverbot wird aufgehoben ;),2020-03-30 11:17:08.847,True,False
1052010404,1052007859,2000116305030,507102,1.0,Raucher?,"Die müssten sich aber dann sehr warm anziehen, denn dann würden die nicht mehr viel behandelt werden. Die Versicherungsträger täts freuen.",2020-03-30 11:17:09.020,False,True
1052010527,1052008088,2000116305030,732289,1.0,,"meine Schwiegermutter, 75 und in Krebs Nachbehandlung, vertritt die Meinung dass es gut ist mit dem Virus in Kontakt zu kommen damit das Immunsystem zu arbeiten beginnt. Ich halte größt möglichen Abstand zu ihr.",2020-03-30 11:17:47.807,False,True
1052010694,-1,2000116305030,674979,1.0,,übergeben ist verkaufen,2020-03-30 11:18:56.180,False,True
1052010747,-1,2000116305030,159243,1.0,,es gibt keine und wir sollen sie tragen....,2020-03-30 11:19:15.730,False,True
1052010853,-1,2000116305030,690398,1.0,Man könnte das ganze...,..Geschwafel mit genau den drei Punkten zusammenfassen. So gut ich die Regierung in manchen Bereichen finde - dieses behandeln wir kleine Kinder macht mir echt auch für die Zukunft Sorgen.,2020-03-30 11:19:55.847,False,True
1052010869,-1,2000116305030,651530,1.0,,Wer muss jetzt Masken tragen?,2020-03-30 11:20:00.507,True,False
1052010993,-1,2000116305030,64227,1.0,Morgen gibt es DEN Großeinkauf meines Lebens!,,2020-03-30 11:20:44.860,False,True
1052011010,1052010932,2000116305030,687798,1.0,,es werden sich sehr viele menschen jetzt vom team österreich verabschieden,2020-03-30 11:20:50.330,False,True
1052011090,-1,2000116305030,682468,1.0,,Jetzt spricht Tom Waits.,2020-03-30 11:21:24.160,False,True
1052011132,1052011024,2000116305030,102192,1.0,,Müssen sie auch nicht. Nur dürfen sie halt nix mehr einkaufen...,2020-03-30 11:21:38.147,True,False
1052011239,-1,2000116305030,730462,1.0,,In 40 Minuten kommt Bannerlord!!!!!,2020-03-30 11:22:13.233,False,True
1052011291,1052011112,2000116305030,81482,1.0,ich versteh nicht wie man das eigentliche Problem noch immer nicht begreifen kann?,,2020-03-30 11:22:33.630,False,True
1052011353,1052011313,2000116305030,701731,1.0,,zuanahn...,2020-03-30 11:23:00.213,False,True
1052011494,-1,2000116305030,561575,1.0,,"Wenn jemand ein Plakat drucken darf mit dem Spruch ""jemand der unsere Sprache spricht"", dann der Kogler",2020-03-30 11:23:53.833,False,True
1052011502,-1,2000116305030,632330,1.0,,"Jetzt werden an den Zeitungen die Masken picken, wie anno dazumal die Sonnenfinsternis-Brillen.",2020-03-30 11:23:57.600,False,True
1052011695,1052011645,2000116305030,551267,1.0,,um den küchentisch,2020-03-30 11:25:13.557,False,True
1052011731,-1,2000116305030,733373,1.0,,Ja wo ist der RO Faktor jetzt?  Er soll kleiner 1 sein. Aber wo liegt er jetzt?,2020-03-30 11:25:25.903,False,True
1052011828,1052011749,2000116305030,210819,1.0,,schlitz in der Maske für die tschick fix,2020-03-30 11:26:04.097,False,True
1052011845,-1,2000116305030,637895,1.0,Sehr aufgebracht der Herr Kogler.,,2020-03-30 11:26:11.237,False,True
1052011977,-1,2000116305030,500229,1.0,,"Schutzmasken sind absolut notwendig und in Ordnung, und hätte man in Supermärkten schon vor 3 Wochen machen sollen.",2020-03-30 11:27:00.437,False,True
1052012028,-1,2000116305030,546956,1.0,,Warum keine Handschuhe ?,2020-03-30 11:27:18.190,True,False
1052012065,-1,2000116305030,131596,1.0,,https://www.shutupandtakemymoney.com/wp-content/uploads/2020/03/bane-batman-visionary-corona-virus-meme.jpg,2020-03-30 11:27:32.550,False,True
1052012134,1052011965,2000116305030,703472,1.0,,"Ja, weil die FFP2 filtern NICHT die Luft!",2020-03-30 11:27:55.120,True,False
1052012188,-1,2000116305030,525877,1.0,Genau - orientieren wir uns an den Schwarzmalern!,"Und schauen wir nicht auf die, dies besser machen!",2020-03-30 11:28:14.760,False,True
1052012214,1052012115,2000116305030,607351,1.0,,Dann gehst halt die nächsten Monate nicht mehr raus..,2020-03-30 11:28:25.137,False,True
1052012346,-1,2000116305030,734091,1.0,Appell der Regierung an alle Bürger: bitte glauben sie keinen Experten!,,2020-03-30 11:29:22.197,False,True
1052012477,1052012296,2000116305030,37346,1.0,,"symbolisch, weitgehend...",2020-03-30 11:30:15.993,False,True
1052012680,-1,2000116305030,654998,1.0,,Wie komme ich an so eine Maske? Hab ich das verpasst? Und wird das gesetzlich festgelegt?,2020-03-30 11:31:39.260,False,True
1052012705,-1,2000116305030,680466,1.0,,"Wie wärs, wenn Ankündigungsregierung zuerst Masken zur Verfügung stellt, bevor sie eine Maskenpflicht einführt.",2020-03-30 11:31:54.593,True,False
1052012706,-1,2000116305030,564332,1.0,"Wo soll ich Masken herzaubern, wenn ich keine habe?",,2020-03-30 11:31:54.623,False,True
1052012732,-1,2000116305030,53014,1.0,,Anschober ist der einzig brauchbare der grünen Seelenverkäufer Truppe.,2020-03-30 11:32:02.647,False,True
1052012855,1052012663,2000116305030,245961,1.0,,"Bei dir ist sicher jeder ein Migrant, der nicht  ""arisch"" genug aussieht...",2020-03-30 11:32:50.433,False,True
1052012881,-1,2000116305030,651815,1.0,,Spätestens nach 3 Tagen sind die Masken wieder aus bei den Supermärkten. Und dann?,2020-03-30 11:33:06.797,False,True
